CodeSite_SamplingOperations,Longitude_Lambert93,Latitude_Lambert93,Watershed,CodeDepartement,HERlvl1Code,HERlvl1Name,HERlvl2Code,HERlvl2Name,Altitude,Streamsize
S04090500,593287.5,6587340.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S04068440,643260.0,6711532.0,Loire-Bretagne,18,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TP
S04089550,612434.7,6584472.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S05125000,624801.0,6342260.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,171.0,M
S04089300,632613.2,6580298.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S04470004,631185.1,6593902.0,Loire-Bretagne,36,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S05129150,568522.0,6315270.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,83.0,TP
S05178900,538298.0,6216380.0,Adour-Garonne,09,1,PYRENEES,96,Pyrenees Etage montagnard,337.0,TP
S05179500,548246.0,6211420.0,Adour-Garonne,09,1,PYRENEES,67,Bordure Pyreneenne Centrale,390.0,M
S04093200,588602.72,6555859.49,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S04086800,644566.65,6522755.35,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,89,Hautes Terres Limousines,0.0,P
S03097795,824822.23,6850977.19,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,107.0,P
S03276194,817800.0,6845873.0,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,106.0,TP
S04087600,623771.0,6559814.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S05199450,350928.0,6247150.0,Adour-Garonne,64,1,PYRENEES,69,Bordure Pyr?n?enne atlantique,119.0,TP
S05200050,354476.0,6239350.0,Adour-Garonne,64,1,PYRENEES,69,Bordure Pyr?n?enne atlantique,154.0,TP
S06180850,692224.0,6240412.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,33.0,P
S05231430,432998.0,6301530.0,Adour-Garonne,40,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,70.0,TP
S04000600,772726.9,6421820.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,M
S04159900,433492.1,6589016.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,G
S03091000,816816.0,6845675.0,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,100.0,G
S04001990,771735.1,6440990.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,G
S04402000,760270.9,6449011.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,M
S04027850,731159.0,6469182.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,G
S04003010,802511.1,6440630.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S03155290,701710.74,6913552.76,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,81.0,TP
S03153363,730907.0,6911180.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,0.0,TP
S03154840,706059.76,6923543.52,Seine-Normandie,60,9,TABLES CALCAIRES,36,BP-Ile de France,46.0,TP
S04080950,536074.1,6529240.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S03153765,715768.0,6923186.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,49.0,TP
S03276786,772604.0,6908092.0,Seine-Normandie,51,9,TABLES CALCAIRES,38,TC-aureole cretace,75.0,P
S04165800,337731.2,6819882.0,Loire-Bretagne,35,12,ARMORICAIN,118,MA-cotes du nord,0.0,
S05085540,517044.0,6386900.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,93.0,TP
S05183480,486587.0,6227150.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,615.0,
S06001180,896770.0,6750896.0,Rhône-Méditerranée,52,10,COTES CALCAIRES EST,98,Collines sous-Vosgiennes,235.0,TP
S04212800,343051.07,6763367.05,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,G
S04079750,554637.6,6520918.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S04080500,547682.8,6527558.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04206000,352124.2,6793655.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,M
S05030700,462791.0,6457760.0,Adour-Garonne,17,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,25.0,TP
S05046700,483899.0,6416920.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,32.0,TP
S06455530,1005280.0,6729269.0,Rhône-Méditerranée,90,18,ALSACE,73,Collines du Sundgau,359.0,TP
S06455620,988137.0,6743524.0,Rhône-Méditerranée,90,4,VOSGES,74,Vosges greseuses,450.0,TP
S04007900,814148.2,6497288.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,0.0,P
S04079700,556418.8,6523700.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S05027010,436465.0,6424170.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,12.0,TP
S05029760,457507.0,6437440.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,30.0,TP
S05061110,608739.0,6406410.0,Adour-Garonne,46,11,CAUSSES AQUITAINS,65,Causses du Quercy,318.0,TP
S04190852,246080.99,6807145.49,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,TP
S05053930,595383.0,6448680.0,Adour-Garonne,19,3,MASSIF CENTRAL SUD,93,MC versant occidental,203.0,TP
S04154020,401887.23,6646719.98,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S05061500,600852.0,6424840.0,Adour-Garonne,46,11,CAUSSES AQUITAINS,65,Causses du Quercy,119.0,M
S05054020,603947.0,6462620.0,Adour-Garonne,19,3,MASSIF CENTRAL SUD,93,MC versant occidental,211.0,TP
S05055550,617713.0,6486030.0,Adour-Garonne,19,21,MASSIF CENTRAL NORD,89,Hautes Terres Limousines,583.0,P
S05068475,630783.0,6481560.0,Adour-Garonne,19,3,MASSIF CENTRAL SUD,93,MC versant occidental,579.0,TP
S03032610,782096.0,6702460.0,Seine-Normandie,21,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,312.0,P
S04158050,405440.51,6603040.26,Loire-Bretagne,85,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S04201185,392919.6,6803370.0,Loire-Bretagne,35,12,ARMORICAIN,55,MA-nord est,0.0,TP
S05083575,477575.0,6372980.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,25.0,TP
S04039160,720981.6,6545702.0,Loire-Bretagne,63,17,DEPRESSIONS SEDIMENTAIRES,46,Limagne de l'Allier,0.0,TP
S04165700,341727.2,6820747.0,Loire-Bretagne,35,12,ARMORICAIN,118,MA-cotes du nord,0.0,M
S03059000,683837.0,6799476.0,Seine-Normandie,77,9,TABLES CALCAIRES,38,TC-aureole cretace,61.0,P
S04068970,615998.3,6692409.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04196449,279572.8,6779904.0,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,G
S06590550,919415.0,6531858.0,Rhône-Méditerranée,73,5,JURA-PREALPES DU NORD,120,Bugey,238.0,TP
S04123495,447557.25,6828852.95,Loire-Bretagne,61,12,ARMORICAIN,55,MA-nord est,0.0,P
S05197000,364085.0,6318530.0,Adour-Garonne,40,13,LANDES,21,Landes,30.0,TP
S03038997,740142.25,6763885.54,Seine-Normandie,89,9,TABLES CALCAIRES,38,TC-aureole cretace,86.0,TP
S04052350,622072.2,6716980.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04123400,450051.72,6827659.75,Loire-Bretagne,61,12,ARMORICAIN,55,MA-nord est,0.0,P
S04125500,407491.2,6810462.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,M
S04512002,520653.0,6580736.0,Loire-Bretagne,86,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,0.0,TP
S05032100,482231.0,6471630.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,53.0,TP
S05033505,489397.0,6465080.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,60.0,TP
S05033560,500550.0,6464590.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,69.0,TP
S05033570,503249.0,6464800.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,75.0,TP
S05085350,519935.0,6383350.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,74.0,TP
S05102100,736584.0,6378420.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,698.0,P
S04099100,454115.0,6622400.0,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04175100,155410.6,6853250.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,P
S04175450,153901.0,6850508.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,P
S05021800,521152.0,6510370.0,Adour-Garonne,24,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,208.0,TP
S05087880,535651.0,6382330.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,83.0,TP
S05176050,553376.0,6237480.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,226.0,TP
S05021750,522785.0,6513160.0,Adour-Garonne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,240.0,TP
S05034700,531646.0,6483170.0,Adour-Garonne,24,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),147.0,TP
S05011730,469992.0,6491040.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,84.0,TP
S05011750,464840.0,6487130.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,68.0,TP
S05088433,556984.0,6376450.0,Adour-Garonne,46,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),94.0,TP
S03024333,775795.0,6669834.0,Seine-Normandie,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,503.0,TP
S04028450,692875.0,6464700.0,Loire-Bretagne,15,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,P
S05091540,639980.0,6405730.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,93,MC versant occidental,316.0,TP
S04125800,418530.41,6792761.35,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,M
S04115500,488236.7,6777288.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S05092975,628674.0,6379830.0,Adour-Garonne,12,11,CAUSSES AQUITAINS,65,Causses du Quercy,234.0,P
S06179640,666855.0,6221463.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,134.0,P
S04524001,478128.3,6620844.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S03069000,653734.0,6826537.0,Seine-Normandie,91,9,TABLES CALCAIRES,36,BP-Ile de France,48.0,M
S04009000,799176.5,6496720.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,45,Plaine du Forez,0.0,G
S04179300,190517.24,6807111.35,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,G
S04179350,188226.99,6809130.81,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04179530,172739.2,6813439.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,G
S05025830,427348.0,6449520.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,9.0,TP
S04086100,515474.84,6633300.35,Loire-Bretagne,86,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S02068500,956080.0,6835486.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,220.0,G
S02070250,950003.0,6834426.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,214.0,G
S04082450,517657.3,6600060.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S04082500,518549.8,6603720.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,G
S04096360,555297.3,6593580.0,Loire-Bretagne,86,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S04187710,215902.6,6788586.0,Loire-Bretagne,56,12,ARMORICAIN,59,MA-ouest,0.0,M
S04049250,662277.0,6728517.0,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04049770,647391.1,6750986.0,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TP
S04046500,702138.03,6682671.99,Loire-Bretagne,58,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04179500,174826.6,6811447.0,Loire-Bretagne,29,12,ARMORICAIN,59,MA-ouest,0.0,G
S04148575,351573.1,6663692.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S05228290,449431.0,6318850.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,100.0,TP
S03271965,399169.07,6835980.3,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,80.0,P
S05139000,636873.0,6276370.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,161.0,M
S03233795,485567.87,6842907.01,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,165.0,TP
S03243000,441906.14,6866823.23,Seine-Normandie,14,12,ARMORICAIN,55,MA-nord est,71.0,P
S05197550,349045.0,6294160.0,Adour-Garonne,40,13,LANDES,21,Landes,6.0,TP
S03029140,736140.0,6762600.0,Seine-Normandie,89,9,TABLES CALCAIRES,38,TC-aureole cretace,78.0,G
S03192378,565980.0,6899895.0,Seine-Normandie,27,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,24.0,P
S04167100,308963.61,6834373.31,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,P
S04637001,404049.6,6747733.0,Loire-Bretagne,49,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S05057098,601538.0,6496280.0,Adour-Garonne,19,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,374.0,TP
S03107000,738853.0,6887290.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,65.0,G
S04004559,796024.04,6476769.44,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,TP
S04078100,570177.2,6530341.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,G
S05069975,656071.0,6519660.0,Adour-Garonne,63,21,MASSIF CENTRAL NORD,89,Hautes Terres Limousines,734.0,P
S05096100,674952.0,6414280.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,642.0,TP
S06179925,693680.0,6242795.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,35.0,P
S06179670,679453.0,6230078.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,49.0,G
S04082000,518070.0,6546387.0,Loire-Bretagne,16,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,G
S04041700,685188.1,6531130.0,Loire-Bretagne,63,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,G
S04041753,659372.9,6528507.0,Loire-Bretagne,63,21,MASSIF CENTRAL NORD,89,Hautes Terres Limousines,0.0,TP
S04088300,611679.2,6574159.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04196500,288793.38,6798460.23,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,TP
S04134970,397047.7,6699036.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,TP
S04166250,325718.7,6839852.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S04190700,237271.18,6823316.06,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,M
S04075850,595025.8,6518970.0,Loire-Bretagne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S05218000,448732.0,6215600.0,Adour-Garonne,65,1,PYRENEES,96,Pyrenees Etage montagnard,423.0,M
S04049625,649237.6,6740291.0,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04153500,404488.61,6634981.91,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04403005,764128.0,6465796.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04426007,695398.7,6505286.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,91,Hautes Terres Volcaniques humides,0.0,TP
S03224975,503869.0,6922290.0,Seine-Normandie,14,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,35.0,P
S04472007,611322.5,6625786.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S03090010,835317.89,6839086.03,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,126.0,G
S04570005,520685.0,6669491.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04057000,666521.9,6560580.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S04068483,660697.51,6700369.66,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03274000,383715.41,6831750.91,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,97.0,P
S03255180,379446.76,6899671.59,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,50.0,P
S04041760,671995.2,6531580.0,Loire-Bretagne,63,21,MASSIF CENTRAL NORD,89,Hautes Terres Limousines,0.0,P
S04027100,762289.13,6410676.96,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,G
S03051947,700385.0,6733798.0,Seine-Normandie,89,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,158.0,TP
S03277588,719414.0,6948049.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,45.0,G
S05021900,493109.0,6516100.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,81.0,TP
S05022120,528168.0,6502810.0,Adour-Garonne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,287.0,TP
S04053400,569764.1,6728196.0,Loire-Bretagne,41,9,TABLES CALCAIRES,38,TC-aureole cretace,0.0,P
S05021810,523162.0,6507390.0,Adour-Garonne,24,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,228.0,TP
S04199370,315429.7,6777126.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,P
S03145665,837797.0,6881444.0,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,156.0,TP
S04195000,251339.4,6752730.0,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,P
S04197600,292779.0,6772340.0,Loire-Bretagne,56,12,ARMORICAIN,117,MA-est interieur,0.0,M
S04214000,369327.4,6744556.0,Loire-Bretagne,44,12,ARMORICAIN,117,MA-est interieur,0.0,M
S04214495,341283.0,6744122.0,Loire-Bretagne,44,12,ARMORICAIN,117,MA-est interieur,0.0,M
S04414000,762872.0,6606259.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S05018650,468015.0,6531420.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,50.0,TP
S03161579,750970.83,6907939.62,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,72.0,TP
S03161020,761447.68,6911267.57,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,80.0,TP
S05083400,483470.0,6382330.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,45.0,TP
S04605007,485507.0,6757237.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S05024200,507436.0,6550330.0,Adour-Garonne,16,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,140.0,TP
S03005200,774637.0,6807252.0,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,96.0,G
S05042050,556954.0,6473250.0,Adour-Garonne,24,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,182.0,TP
S05047710,514731.0,6418510.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,33.0,
S05056850,587169.0,6482260.0,Adour-Garonne,19,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,292.0,TP
S05058100,541763.0,6414840.0,Adour-Garonne,24,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),61.0,TP
S05058120,544142.0,6406920.0,Adour-Garonne,24,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),120.0,TP
S05126160,645129.0,6364310.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,413.0,TP
S04063550,668830.0,6624877.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04374006,352002.8,6776038.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S06175297,685817.0,6210454.0,Rhône-Méditerranée,11,6,MEDITERRANEEN,105,Plaine mediterraneenne,92.0,TP
S04630008,459783.0,6826291.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,P
S04630009,459756.8,6826192.0,Loire-Bretagne,53,12,ARMORICAIN,55,MA-nord est,0.0,P
S05025600,419329.0,6466700.0,Adour-Garonne,33,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,5.0,TP
S05106350,484592.0,6273800.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,167.0,TP
S03128640,779041.0,6987262.0,Seine-Normandie,59,22,ARDENNES,34,Ardennes,219.0,TP
S04635007,411881.3,6784380.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,P
S05111370,489752.0,6244290.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,283.0,TP
S03129170,792021.63,6982987.34,Seine-Normandie,08,22,ARDENNES,34,Ardennes,280.0,TP
S03152000,734505.0,6922225.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,46.0,G
S04161500,392207.1,6811334.0,Loire-Bretagne,35,12,ARMORICAIN,55,MA-nord est,0.0,P
S05111300,490688.0,6271970.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,150.0,P
S05120025,581721.0,6331820.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,100.0,TP
S03149315,796935.42,6948509.94,Seine-Normandie,08,9,TABLES CALCAIRES,40,Champagne humide,94.0,TP
S04449001,521919.7,6707238.0,Loire-Bretagne,37,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04046545,694744.1,6669900.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S05031820,475956.0,6461280.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,36.0,TP
S03032550,786827.0,6699326.0,Seine-Normandie,21,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,371.0,TP
S03034813,783579.87,6713464.0,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,214.0,P
S04161575,385385.91,6809578.86,Loire-Bretagne,35,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04162200,370611.0,6814404.0,Loire-Bretagne,35,12,ARMORICAIN,118,MA-cotes du nord,0.0,P
S03021917,839890.0,6786869.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,211.0,TP
S04454017,676320.0,6621591.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S04454020,679545.0,6623226.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04454021,681842.0,6619960.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S05063990,648956.0,6418800.0,Adour-Garonne,15,3,MASSIF CENTRAL SUD,93,MC versant occidental,576.0,TP
S05124190,634063.0,6327730.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,240.0,TP
S04454019,679451.0,6614863.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,P
S05033520,494485.0,6465310.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,62.0,TP
S03250575,405986.84,6874577.12,Seine-Normandie,14,12,ARMORICAIN,55,MA-nord est,75.0,TP
S04099960,457074.6,6651142.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S04121400,447340.22,6757370.07,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,P
S04160170,421844.9,6585428.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,G
S04605003,461778.0,6774332.0,Loire-Bretagne,72,12,ARMORICAIN,54,TC-Nord Loire-Perche,0.0,TP
S05068410,635992.0,6469070.0,Adour-Garonne,19,3,MASSIF CENTRAL SUD,93,MC versant occidental,366.0,TP
S05068655,641703.0,6483690.0,Adour-Garonne,19,3,MASSIF CENTRAL SUD,93,MC versant occidental,623.0,TP
S04068390,655951.24,6711080.55,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04089000,598486.3,6587320.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
